"Num";"CNTY";"DIFF";"STATUS";"HECTARE";"ToF";"OWNLAND";"AGE";"HARVEST";"r1";"r2";"r3";"r4";"r5";"r6";"r7";"r8";"r11";"r12";"r14";"r17";"r18";"r19";"r21";"r22";"r24";"r28";"r30";"r32";"r36";"r37"
647;61;1;1;75;3;0;36;90;0,12;0,94;0,7;0,09;0,06;0,23;0,1;0,16;0,47;0,78;0,25;0,04;0,01;0,05;0,03;0,12;0,22;0,4;0,35;0,39;1,19;0,55
648;61;1;1;107;3;0;37;90;0,35;0,78;0,46;0,16;0,19;0,53;0,28;0,24;0,37;0,66;0,4;0,04;0,02;0,12;0,05;0,27;0,29;0,44;0,32;0,42;0,91;0,66
649;61;1;1;60;5;0;38;90;0,31;0,71;0,08;0,02;0,29;0,93;0,86;0,07;0,97;1,49;0,07;0,04;0,04;0,2;0,1;0,45;0,15;0,44;0,24;0,4;1,66;0,33
650;61;1;1;54;5;0;32;90;0,29;0,73;0,06;0,02;0,27;0,58;0,55;0,04;0,8;1,21;0,07;0,07;0,04;0,11;0,12;0,31;0,17;0,34;0,23;0,3;1,19;0,49
651;61;1;1;90;4;0;51;90;0,24;0,88;0,55;0,13;0,11;0,3;0,14;0,16;0,27;0,37;0,38;0,05;0,01;0,05;0,05;0,12;0,21;0,27;0,23;0,25;0,81;0,8
652;61;1;1;177;1;1;46;90;0,43;0,6;0,11;0,05;0,38;0,56;0,5;0,06;0,26;0,4;0,19;0,08;0,05;0,11;0,13;0,31;0,27;0,35;0,24;0,3;0,99;0,76
653;61;1;1;58;2;0;40;90;0,35;0,73;0,29;0,1;0,25;0,91;0,64;0,27;0,5;0,63;0,35;0,04;0,03;0,13;0,15;0,61;0,08;0,22;0,08;0,18;1,84;0,39
654;61;1;1;121;3;0;40;90;0,53;0,51;0,16;0,08;0,45;0,9;0,76;0,14;0,27;0,38;0,34;0,08;0,07;0,18;0,23;0,62;0,17;0,29;0,11;0,23;1,28;0,59
655;61;1;1;152;1;0;35;90;0,36;0,71;0,26;0,09;0,26;0,48;0,35;0,13;0,42;0,72;0,23;0,08;0,04;0,24;0,09;0,56;0,31;0,42;0,18;0,38;0,8;0,74
656;61;1;1;78;3;1;53;90;0,22;0,94;0,79;0,18;0,06;0,63;0,12;0,51;0,42;0,72;0,55;0,03;0,01;0,05;0,03;0,12;0,15;0,42;0,38;0,41;1,9;0,35
657;61;1;1;83;2;0;55;90;0,22;0,88;0,49;0,11;0,11;0,26;0,13;0,13;0,22;0,33;0,37;0,06;0,02;0,05;0,05;0,12;0,29;0,34;0,32;0,33;0,84;0,85
658;61;1;1;85;3;0;45;90;0,46;0,61;0,25;0,12;0,35;0,71;0,53;0,18;0,4;0,57;0,31;0,08;0,05;0,13;0,18;0,45;0,19;0,29;0,16;0,24;0,96;0,65
659;61;1;0;127;3;0;38;90;0,15;0,9;0,39;0,06;0,09;0,23;0,13;0,08;0,32;0,53;0,21;0,05;0,01;0,15;0,03;0,37;0,29;0,4;0,25;0,39;0,99;0,72
660;61;1;1;86;2;0;46;90;0,12;0,94;0,57;0,04;0,06;0,23;0,1;0,07;0,25;0,34;0,22;0,04;0,01;0,05;0,03;0,19;0,14;0,26;0,21;0,25;1,56;0,53
661;61;1;1;65;3;1;63;90;0,16;0,91;0,46;0,07;0,08;0,36;0,19;0,17;0,76;1,08;0,18;0,07;0,03;0,06;0,09;0,21;0,13;0,3;0,23;0,27;1,38;0,43
662;61;1;1;52;2;1;45;90;0,59;0,46;0,16;0,09;0,49;1,12;0,95;0,18;0,16;0,23;0,53;0,06;0,07;0,13;0,22;0,41;0,17;0,33;0,19;0,26;1,58;0,52
663;61;1;1;80;1;0;59;90;0,12;0,94;0,79;0,06;0,06;0,23;0,1;0,08;0,42;0,74;0,15;0,12;0,14;0,23;0,32;0,52;0,35;0,44;0,21;0,3;0,76;0,8
664;61;1;1;144;3;1;48;90;0,21;0,87;0,43;0,09;0,12;0,41;0,24;0,17;0,34;0,51;0,34;0,06;0,02;0,07;0,07;0,2;0,17;0,33;0,26;0,31;1,43;0,52
665;61;1;1;87;3;0;40;90;0,39;0,65;0,13;0,05;0,34;0,84;0,73;0,11;0,39;0,55;0,22;0,07;0,06;0,17;0,18;0,58;0,14;0,3;0,13;0,24;1,67;0,46
666;61;1;1;55;5;0;30;90;0,56;0,5;0,2;0,11;0,45;1,1;0,89;0,22;0,54;0,91;0,29;0,03;0,03;0,11;0,06;0,25;0,21;0,41;0,31;0,39;1,22;0,51
667;61;1;0;123;3;0;31;90;0,27;0,84;0,49;0,13;0,14;0,61;0,31;0,29;0,45;0,67;0,4;0,05;0,03;0,09;0,09;0,27;0,15;0,33;0,24;0,3;1,49;0,45
668;61;1;1;93;2;0;30;90;0,46;0,61;0,24;0,11;0,34;0,72;0,54;0,17;0,48;0,87;0,27;0,04;0,03;0,06;0,07;0,14;0,28;0,44;0,38;0,41;0,92;0,63
669;61;1;1;106;3;0;44;90;0,8;0,28;0,34;0,27;0,53;1,91;1,27;0,65;0,97;1,26;0,39;0,04;0,07;0,12;0,38;0,58;0,08;0,2;0,08;0,12;0,75;0,42
670;61;1;1;65;3;0;31;90;0,67;0,39;0,23;0,15;0,51;1,26;0,97;0,29;0,67;1,06;0,3;0,09;0,12;0,23;0,32;0,64;0,19;0,36;0,13;0,25;0,93;0,53
671;61;1;1;149;3;0;37;90;0,47;0,7;0,5;0,23;0,23;1;0,5;0,5;0,48;0,75;0,51;0,06;0,06;0,13;0,17;0,36;0,17;0,36;0,23;0,3;1,17;0,47
672;61;1;1;57;2;0;52;90;0,5;0,52;0,08;0,04;0,46;0,89;0,82;0,07;0,32;0,6;0,17;0,06;0,06;0,15;0,12;0,32;0,26;0,47;0,32;0,41;1,38;0,57
673;61;1;1;103;4;1;40;90;0,6;0,48;0,26;0,16;0,44;0,75;0,56;0,2;0,34;0,44;0,37;0,1;0,08;0,15;0,34;0,69;0,17;0,22;0,07;0,14;0,72;0,79
674;61;1;1;91;3;1;53;90;0,42;0,61;0,11;0,05;0,37;1,25;1,11;0,14;0,41;0,58;0,26;0,03;0,03;0,07;0,1;0,23;0,1;0,29;0,23;0,26;2,43;0,33
675;61;1;1;132;1;0;46;90;0,38;0,72;0,38;0,15;0,24;0,43;0,26;0,16;0,54;0,87;0,23;0,08;0,03;0,11;0,09;0,29;0,35;0,38;0,27;0,35;0,53;0,9
676;61;1;1;16;6;0;60;90;0,12;0,94;0,42;0,04;0,06;0,23;0,11;0,08;0,71;0,94;0,1;0,06;0,01;0,05;0,05;0,2;0,13;0,25;0,2;0,23;1,08;0,54
677;61;1;1;61;2;0;55;90;0,21;0,9;0,58;0,12;0,09;0,41;0,17;0,24;0,67;0,89;0,26;0,06;0,02;0,06;0,09;0,24;0,13;0,25;0,19;0,22;1,03;0,52
678;61;1;1;80;3;0;53;90;0,54;0,59;0,4;0,22;0,32;0,55;0,33;0,22;0,07;0,11;0,77;0,06;0,03;0,12;0,08;0,31;0,35;0,38;0,26;0,35;0,73;0,91
679;61;1;1;85;3;0;45;90;0,16;0,89;0,36;0,06;0,1;0,31;0,2;0,11;0,6;1,23;0,16;0,05;0,02;0,06;0,03;0,12;0,26;0,5;0,38;0,45;1,28;0,5
680;61;1;1;99;1;1;35;90;0,46;0,58;0,15;0,07;0,39;0,55;0,47;0,08;0,71;1,06;0,1;0,07;0,04;0,07;0,12;0,22;0,27;0,33;0,26;0,29;0,53;0,83
681;61;1;1;86;2;1;37;90;0,54;0,53;0,23;0,12;0,41;1,15;0,89;0,26;0,91;1,34;0,22;0,07;0,08;0,2;0,24;0,63;0,15;0,32;0,12;0,24;0,97;0,47
682;61;1;1;95;1;1;48;90;0,51;0,56;0,25;0,13;0,38;0,81;0,61;0,2;0,04;0,07;0,83;0,08;0,07;0,18;0,16;0,42;0,27;0,42;0,25;0,36;1,35;0,63
683;61;1;0;111;5;0;28;90;0,28;0,76;0,18;0,05;0,23;0,43;0,35;0,08;0,13;0,21;0,36;0,05;0,02;0,09;0,06;0,26;0,23;0,36;0,27;0,34;1,32;0,65
684;61;1;1;88;3;1;29;90;0,62;0,42;0,15;0,09;0,53;1;0,85;0,15;0,34;0,53;0,3;0,05;0,05;0,11;0,15;0,31;0,22;0,36;0,24;0,3;1,13;0,62
685;61;1;0;82;3;0;30;90;0,27;0,76;0,17;0,05;0,23;0,61;0,5;0,1;0,64;0,96;0,14;0,07;0,04;0,15;0,12;0,43;0,15;0,34;0,19;0,3;1,49;0,45
686;61;2;1;31;5;0;32;90;1,05;0;0,26;0,27;0,77;1,32;0,98;0,35;-0,17;-0,23;2,02;0,1;0,14;0,25;0,59;1,09;0,19;0,23;-0,02;0,1;1,09;0,79
687;61;2;1;56;6;0;40;90;0,88;0,15;0,22;0,19;0,69;4,36;2,56;0,96;0,67;0,9;0,59;0,05;0,2;0,42;0,79;1,65;0,05;0,25;-0,16;0,05;3,25;0,21
688;61;2;1;43;5;0;35;90;0,81;0,26;0,32;0,26;0,55;1,47;1;0,47;-0,33;-0,49;2,97;0,07;0,1;0,23;0,29;0,66;0,19;0,34;0,12;0,24;1,68;0,55
689;61;2;1;63;6;1;45;90;0,88;0,23;0,53;0,46;0,41;1,6;0,76;0,85;-0,55;-0,78;2,88;0,09;0,15;0,36;0,52;1,22;0,16;0,29;-0,07;0,14;1,54;0,55
690;61;2;1;70;3;1;42;90;0,79;0,28;0,33;0,26;0,53;2,31;1,56;0,75;0,97;1,49;0,28;0,09;0,21;0,34;1,12;1,81;0,06;0,19;-0,15;-0,02;0,53;0,34
691;61;2;1;55;5;1;49;90;0,87;0,2;0,43;0,37;0,5;1,37;0,79;0,58;-0,34;-0,44;2,39;0,08;0,11;0,25;0,49;1,07;0,15;0,23;-0,02;0,12;1,32;0,64
692;61;2;0;59;2;0;29;90;0,73;0,39;0,42;0,31;0,42;1,27;0,74;0,53;0,28;0,33;0,66;0,1;0,12;0,16;0,86;1,11;0,08;0,14;-0,02;0,02;0,93;0,57
693;61;2;1;40;5;0;32;90;0,83;0,23;0,32;0,27;0,56;1,52;1,03;0,49;-0,14;-0,18;1,41;0,05;0,07;0,19;0,34;0,9;0,12;0,21;0,02;0,14;1,48;0,55
694;61;2;1;36;5;1;45;90;0,99;0,01;0,15;0,15;0,8;3,33;2,56;0,5;-0,16;-0,23;1,45;0,03;0,11;0,63;0,34;2,08;0,1;0,33;-0,35;0,21;3,02;0,3
695;61;2;1;27;5;0;57;90;0,61;0,43;0,15;0,09;0,52;1,06;0,9;0,16;0,15;0,32;0,52;0,08;0,08;0,24;0,15;0,44;0,31;0,5;0,3;0,45;1,42;0,58
696;61;2;1;53;2;0;48;90;0,72;0,32;0,16;0,11;0,6;1,78;1,5;0,28;0,04;0,06;0,87;0,06;0,11;0,21;0,35;0,65;0,13;0,32;0,11;0,21;2,17;0,4
697;61;2;1;34;3;0;40;90;0,89;0,23;0,56;0,49;0,39;1,96;0,87;1,09;-0,26;-0,42;1,31;0,05;0,11;0,18;0,28;0,48;0,17;0,38;0,2;0,28;1,38;0,45
698;61;2;1;64;5;0;41;90;0,66;0,45;0,38;0,25;0,41;1,16;0,72;0,44;-0,08;-0,1;1,21;0,07;0,08;0,22;0,3;0,82;0,15;0,27;0,05;0,18;1,39;0,57
699;61;2;1;44;3;0;37;90;1,06;0;0,43;0,46;0,61;2,54;1,45;1,09;-0,28;-0,31;1,34;0,1;0,26;0,52;2,18;3,94;0,04;0,09;-0,39;-0,1;1,58;0,42
700;61;2;1;34;4;0;35;90;0,6;0,48;0,29;0,17;0,43;1,18;0,84;0,34;0,85;1,44;0,29;0,06;0,07;0,18;0,18;0,43;0,21;0,41;0,24;0,34;0,78;0,51
701;61;2;1;50;2;1;49;90;0,83;0,32;0,56;0,47;0,36;4,36;2,15;1,85;-0,91;-1,16;1,7;0,07;0,3;0,48;1,65;2,17;0,04;0,22;-0,26;-0,1;3,25;0,21
702;61;2;1;56;5;0;46;90;0,71;0,4;0,38;0,27;0,44;1,66;1,03;0,62;-0,28;-0,4;1,82;0,08;0,13;0,27;0,42;0,9;0,13;0,3;0,03;0,17;1,99;0,43
703;61;2;1;71;3;0;41;90;0,64;0,66;0,71;0,45;0,19;1,36;0,4;0,96;-0,42;-0,69;1,79;0,06;0,08;0,13;0,21;0,33;0,18;0,39;0,26;0,31;1,59;0,47
704;61;2;1;80;3;1;58;90;1,37;0;0,06;0,06;0,8;1,8;1,73;0,08;0,26;0,37;0,23;0,11;0,2;0,37;0,69;1,25;0,24;0,3;-0,07;0,09;0,89;0,81
705;61;2;1;68;3;0;36;90;1,1;0;0,68;0,75;0,36;1,7;0,55;1,15;0;0;1;0,09;0,16;0,26;0,97;1,57;0,11;0,16;-0,09;0,01;0,53;0,65
706;61;2;1;48;5;0;32;90;0,79;0,25;0,24;0,19;0,61;1,08;0,83;0,26;0,15;0,16;0,63;0,04;0,05;0,09;0,64;1,24;0,05;0,09;-0,02;0,03;0,96;0,73
707;61;2;1;71;5;0;45;90;0,74;0,32;0,26;0,19;0,55;1,53;1,13;0,4;-0,13;-0,23;1,5;0,07;0,11;0,27;0,26;0,64;0,21;0,42;0,15;0,31;1,79;0,49
708;61;2;1;110;1;0;40;90;0,79;0,24;0,14;0,11;0,68;1,27;1,1;0,17;0,43;1,01;0,29;0,06;0,08;0,13;0,14;0,23;0,35;0,5;0,38;0,45;1,01;0,62
709;61;2;1;93;3;0;47;90;1,06;0;0,6;0,63;0,43;1,65;0,67;0,98;-0,46;-0,62;1,86;0,09;0,15;0,31;0,55;1,16;0,17;0,26;-0,04;0,12;1,03;0,64
710;61;2;1;95;1;1;54;90;1,37;0;0,19;0,33;0,8;3,31;2,56;0,64;0,74;1,03;0,46;0,05;0,17;0,38;0,61;1,36;0,15;0,28;-0,1;0,11;0,53;0,52
711;61;2;1;69;2;0;47;90;0,77;0,34;0,41;0,31;0,46;1,69;1,01;0,69;-0,31;-0,41;1,8;0,08;0,13;0,21;0,54;0,86;0,11;0,25;0,03;0,11;1,82;0,45
712;61;2;0;111;3;1;38;90;1,37;0;0,64;0,8;0,5;1,84;0,67;1,17;-0,61;-0,81;2,08;0,11;0,2;0,29;0,8;1,17;0,19;0,25;-0,04;0,05;0,78;0,74
713;61;2;1;76;3;0;53;90;0,83;0,38;0,66;0,54;0,28;1,51;0,52;0,99;0,27;0,38;0,79;0,12;0,18;0,24;0,58;0,79;0,17;0,31;0,06;0,13;0,56;0,55
714;61;2;1;50;3;0;43;90;0,84;0,43;0,75;0,63;0,21;1,34;0,34;1;-0,01;-0,01;1,01;0,12;0,17;0,42;0,54;1,33;0,2;0,32;-0,1;0,15;0,61;0,62
715;61;2;1;80;2;0;55;90;0,83;0,27;0,46;0,38;0,45;1,95;1,05;0,9;-0,17;-0,24;1,24;0,1;0,19;0,39;0,66;1,34;0,12;0,29;-0,1;0,1;1,62;0,43
716;61;2;1;142;3;0;49;90;0,91;0,18;0,56;0,51;0,4;1,67;0,73;0,94;-0,01;-0,02;1,01;0,08;0,14;0,22;0,54;0,82;0,14;0,26;0,05;0,12;0,91;0,55
717;61;2;1;37;3;0;43;90;1,37;0;0,72;0,8;0,4;4,36;2,56;1,85;-0,91;-1,16;2,97;0,05;0,3;0,63;0,91;1,25;0,09;0,5;-0,17;0,06;3,25;0,21
718;61;2;1;83;5;0;42;90;1,09;0;0,4;0,44;0,65;2,37;1,42;0,95;-0,57;-1,01;2,48;0,05;0,12;0,36;0,28;0,82;0,2;0,44;0,08;0,32;1,79;0,46
719;61;2;1;57;3;1;48;90;1,15;0;0,41;0,47;0,68;3,06;1,81;1,25;0,27;0,31;0,82;0,1;0,3;0,54;2,18;3,94;0,04;0,11;-0,39;-0,1;1,14;0,38
720;61;2;1;88;1;1;53;90;1,35;0;0,61;0,8;0,53;1,15;0,45;0,7;-0,49;-0,77;2,97;0,12;0,14;0,24;0,4;0,66;0,35;0,36;0,12;0,22;0,64;0,91
721;61;2;0;97;3;0;33;90;0,69;0,54;0,61;0,42;0,27;1,57;0,62;0,95;-0,02;-0,03;1,03;0,09;0,14;0,28;0,61;1,19;0,1;0,23;-0,04;0,09;1,36;0,44
722;61;2;1;102;1;0;44;90;0,62;0,8;0,79;0,53;0,09;0,69;0,1;0,58;0,05;0,07;0,92;0,08;0,05;0,11;0,21;0,44;0,23;0,25;0,14;0,2;0,53;0,9
723;61;2;1;59;6;0;33;90;0,64;0,49;0,41;0,26;0,37;2,38;1,4;0,98;0,29;0,37;0,77;0,04;0,1;0,11;0,45;0,54;0,06;0,21;0,1;0,12;2,47;0,27
724;61;2;0;166;5;0;30;90;0,75;0,67;0,79;0,62;0,13;1,74;0,29;1,45;-0,91;-1,16;2,97;0,06;0,1;0,13;0,65;0,8;0,07;0,16;0,03;0,06;1,86;0,43
725;61;2;1;91;3;0;37;90;0,98;0,04;0,6;0,59;0,39;1,81;0,72;1,09;-0,36;-0,46;1,5;0,09;0,16;0,26;0,75;1,17;0,12;0,22;-0,04;0,05;1,11;0,54
726;61;2;1;71;3;1;44;90;0,96;0,09;0,54;0,52;0,44;1,74;0,79;0,94;-0,05;-0,05;1,05;0,08;0,13;0,29;2,18;3,94;0,04;0,09;-0,26;-0,1;0,92;0,55
727;61;2;1;112;2;0;54;90;0,9;0,52;0,79;0,8;0,09;1,85;0,19;1,66;-0,83;-0,89;2,01;0,09;0,16;0,2;2,18;3,31;0,04;0,09;-0,14;-0,1;1,23;0,49
728;61;2;1;61;6;0;32;90;0,51;0,54;0,15;0,08;0,43;1,65;1,4;0,25;0,61;1,02;0,29;0,06;0,1;0,23;0,25;0,57;0,12;0,41;0,18;0,31;2,41;0,31
729;61;2;1;114;3;0;47;90;0,74;0,29;0,15;0,11;0,63;1,45;1,23;0,22;0,32;0,47;0,41;0,1;0,14;0,29;0,46;0,93;0,16;0,32;0,02;0,17;1,42;0,51
730;61;2;1;87;1;0;44;90;0,83;0,19;0,12;0,1;0,73;2,19;1,94;0,26;0,21;0,35;0,55;0,12;0,28;0,49;0,71;1,26;0,15;0,39;-0,1;0,11;2,16;0,38
731;61;2;1;91;3;0;50;90;0,81;0,26;0,33;0,27;0,55;1,31;0,88;0,43;0,2;0,23;0,69;0,08;0,11;0,35;0,78;2,44;0,09;0,14;-0,21;0,03;0,98;0,62
732;61;2;1;149;3;0;46;90;0,66;0,44;0,36;0,23;0,43;1,44;0,93;0,51;-0,14;-0,21;1,36;0,07;0,1;0,26;0,28;0,7;0,17;0,37;0,11;0,26;1,81;0,46
733;61;2;1;75;1;0;39;90;1,05;0;0,62;0,65;0,41;4,36;2,56;1,85;-0,91;1,49;1,34;0,09;0,3;0,63;0,89;1,86;0,11;0,5;-0,39;0,29;3,25;0,21
734;61;2;1;44;2;0;32;90;0,87;0,18;0,28;0,25;0,62;2,15;1,54;0,61;-0,03;-0,04;1,04;0,09;0,19;0,38;0,5;1,04;0,15;0,37;-0,01;0,18;1,9;0,4
735;61;2;0;112;3;0;30;90;0,56;0,58;0,42;0,24;0,32;0,87;0,5;0,37;-0,09;-0,11;1,3;0,09;0,08;0,15;0,34;0,64;0,15;0,23;0,08;0,15;1,28;0,64
736;61;2;1;88;3;0;29;90;0,99;0,02;0,44;0,44;0,55;2,42;1,35;1,07;-0,24;-0,32;1,28;0,06;0,15;0,28;0,61;1,14;0,1;0,25;-0,04;0,1;1,62;0,41
737;61;2;1;63;1;0;28;90;1,37;0;0,43;0,6;0,8;2,32;1,33;0,99;-0,57;-0,54;2,36;0,06;0,14;0,26;2,18;3,94;0,04;0,09;-0,32;-0,1;1,22;0,61
738;61;2;1;100;2;1;51;90;0,93;0,2;0,69;0,64;0,29;2,44;0,77;1,67;-0,68;-0,81;1,68;0,08;0,19;0,25;1,18;1,62;0,06;0,16;-0,1;-0,03;1,63;0,38
739;61;2;0;95;5;0;28;90;0,51;0,82;0,78;0,4;0,11;0,88;0,19;0,69;-0,37;-0,46;2,17;0,05;0,05;0,1;0,24;0,54;0,11;0,19;0,09;0,14;1,41;0,58
740;61;2;1;84;4;0;39;90;0,63;0,38;0,06;0,02;0,61;1,77;1,7;0,06;0,41;0,59;0,13;0,07;0,13;0,15;0,43;0,48;0,11;0,3;0,16;0,17;2,32;0,36
741;61;2;1;62;6;0;50;90;0,89;0,12;0,11;0,1;0,79;4,36;2,56;1,85;0,97;1,49;0,13;0,03;0,14;0,32;1,59;3,62;0,04;0,09;-0,23;-0,05;3,25;0,21
742;61;1;1;63;3;0;38;91;0,56;0,59;0,45;0,26;0,31;1,17;0,64;0,53;0,03;0,04;0,95;0,05;0,06;0,28;0,15;0,7;0,19;0,39;0,12;0,33;1,51;0,48
743;61;1;1;31;5;0;53;91;0,12;0,94;0,2;0,02;0,06;0,23;0,1;0,04;0,3;0,52;0,08;0,07;0,01;0,05;0,03;0,12;0,24;0,42;0,37;0,42;1,45;0,56
744;61;1;1;47;2;0;41;91;0,51;0,54;0,2;0,1;0,41;1,01;0,82;0,2;0,16;0,23;0,56;0,04;0,04;0,08;0,13;0,27;0,16;0,31;0,23;0,27;1,63;0,51
745;61;1;1;33;2;0;35;91;0,4;0,61;0,07;0,03;0,38;0,68;0,63;0,05;0,62;0,98;0,07;0,08;0,05;0,16;0,14;0,44;0,22;0,36;0,2;0,31;1;0,6
746;61;1;1;34;5;0;33;91;0,24;0,79;0,14;0,03;0,2;0,69;0,59;0,1;0,97;1,49;0,07;0,04;0,03;0,07;0,06;0,14;0,17;0,49;0,38;0,45;1,37;0,34
747;61;1;1;37;5;0;32;91;0,29;0,73;0,11;0,03;0,26;0,79;0,71;0,08;0,33;1,04;0,2;0,06;0,05;0,12;0,07;0,18;0,25;0,5;0,38;0,45;2,31;0,37
748;61;1;1;35;5;0;45;91;0,21;0,81;0,11;0,02;0,18;0,44;0,4;0,05;0,29;0,4;0,14;0,03;0,01;0,05;0,05;0,12;0,13;0,28;0,26;0,27;1,82;0,46
749;61;1;0;60;2;0;28;91;0,29;0,82;0,46;0,14;0,16;0,62;0,33;0,29;0,34;0,57;0,45;0,03;0,02;0,05;0,05;0,12;0,19;0,39;0,35;0,38;1,47;0,48
750;61;1;1;39;5;0;30;91;0,29;0,76;0,22;0,07;0,23;0,74;0,58;0,17;0,82;1,34;0,17;0,03;0,02;0,05;0,04;0,14;0,15;0,39;0,34;0,37;1,55;0,4
751;61;1;1;47;5;1;58;91;0,12;0,94;0,41;0,04;0,06;0,23;0,1;0,05;0,23;0,35;0,19;0,06;0,01;0,06;0,03;0,18;0,26;0,35;0,28;0,34;1,03;0,76
752;61;1;0;82;3;0;40;91;0,27;0,81;0,35;0,09;0,17;0,39;0,25;0,13;0,21;0,31;0,39;0,08;0,03;0,11;0,09;0,33;0,22;0,32;0,22;0,29;1,12;0,69
753;61;1;1;37;5;0;41;91;0,22;0,81;0,15;0,03;0,19;0,55;0,46;0,08;0,2;0,34;0,29;0,05;0,03;0,14;0,07;0,34;0,17;0,41;0,27;0,38;2,19;0,4
754;61;1;1;123;3;0;37;91;0,69;0,34;0,13;0,09;0,6;1,16;1,01;0,15;0,29;0,54;0,35;0,07;0,08;0,2;0,16;0,42;0,28;0,47;0,27;0,39;1,25;0,59
755;61;1;1;53;2;0;48;91;0,25;0,75;0,06;0,02;0,25;0,57;0,55;0,04;0,32;0,53;0,07;0,06;0,03;0,07;0,08;0,18;0,17;0,39;0,32;0,36;1,92;0,44
756;61;1;1;69;5;0;43;91;0,3;0,82;0,51;0,15;0,15;0,44;0,22;0,22;0,08;0,12;0,74;0,07;0,03;0,1;0,09;0,3;0,24;0,34;0,24;0,31;1,15;0,69
757;61;1;0;80;5;0;56;91;0,49;0,84;0,79;0,39;0,09;0,54;0,11;0,44;-0,18;-0,26;1,7;0,03;0,02;0,05;0,05;0,12;0,27;0,29;0,26;0,28;0,85;0,91
758;61;1;1;75;3;0;36;91;0,12;0,94;0,56;0,07;0,06;0,25;0,11;0,14;0,5;0,76;0,22;0,04;0,01;0,05;0,03;0,16;0,16;0,34;0,29;0,33;1,54;0,46
759;61;1;1;107;3;0;37;91;0,36;0,77;0,45;0,16;0,2;0,5;0,28;0,23;0,34;0,55;0,4;0,04;0,02;0,12;0,06;0,32;0,27;0,39;0,26;0,36;0,85;0,71
760;61;1;1;60;5;0;38;91;0,19;0,82;0,06;0,02;0,18;0,43;0,4;0,04;0,7;1,04;0,07;0,12;0,06;0,17;0,18;0,53;0,15;0,33;0,15;0,27;1,51;0,45
761;61;1;1;54;5;0;32;91;0,28;0,73;0,06;0,02;0,27;0,6;0,58;0,04;0,97;1,49;0,07;0,12;0,12;0,28;0,31;0,69;0,19;0,41;0,12;0,28;0,75;0,46
762;61;1;1;90;4;0;51;91;0,3;0,83;0,52;0,16;0,15;0,4;0,19;0,21;0,37;0,47;0,36;0,04;0,02;0,07;0,08;0,32;0,17;0,22;0,15;0,2;0,73;0,76
763;61;1;1;177;1;1;46;91;0,52;0,56;0,29;0,15;0,37;0,82;0,58;0,24;0,16;0,21;0,6;0,06;0,05;0,14;0,19;0,56;0,16;0,25;0,11;0,2;1,18;0,64
764;61;1;1;58;2;0;40;91;0,25;0,78;0,15;0,04;0,21;0,5;0,42;0,07;0,48;0,7;0,14;0,06;0,03;0,14;0,09;0,44;0,16;0,32;0,18;0,29;1,47;0,5
765;61;1;1;121;3;0;40;91;0,64;0,42;0,21;0,13;0,51;1,2;0,96;0,25;0,36;0,51;0,41;0,07;0,09;0,2;0,3;0,69;0,15;0,29;0,09;0,2;1,28;0,53
766;61;1;1;152;1;0;35;91;0,28;0,79;0,33;0,09;0,19;0,51;0,34;0,16;0,8;1,32;0,17;0,05;0,02;0,19;0,06;0,49;0,22;0,39;0,2;0,37;0,81;0,56
767;61;1;1;78;3;1;53;91;0,13;0,92;0,44;0,06;0,07;0,29;0,16;0,13;0,71;1,34;0,15;0,08;0,02;0,05;0,05;0,12;0,21;0,47;0,38;0,45;1,41;0,44
768;61;1;1;83;2;0;55;91;0,26;0,81;0,34;0,09;0,17;0,29;0,19;0,1;0,26;0,36;0,28;0,06;0,02;0,05;0,06;0,15;0,26;0,3;0,25;0,28;0,77;0,89
769;61;1;1;85;3;0;45;91;0,4;0,66;0,24;0,1;0,31;0,64;0,48;0,16;0,5;0,68;0,24;0,08;0,05;0,15;0,18;0,57;0,17;0,27;0,11;0,22;0,93;0,63
770;61;1;0;127;3;0;38;91;0,26;0,79;0,23;0,06;0,2;0,4;0,31;0,09;0,54;0,92;0,15;0,05;0,02;0,06;0,05;0,15;0,26;0,41;0,35;0,39;0,94;0,64
771;61;1;1;86;2;0;46;91;0,12;0,94;0,7;0,04;0,06;0,23;0,1;0,09;0,47;0,62;0,16;0,03;0,01;0,05;0,03;0,12;0,12;0,24;0,22;0,24;1,51;0,48
772;61;1;1;65;3;1;63;91;0,21;0,85;0,36;0,08;0,14;0,48;0,31;0,17;0,88;1,09;0,16;0,04;0,02;0,06;0,1;0,3;0,09;0,2;0,14;0,18;1,19;0,45
773;61;1;1;52;2;1;45;91;0,57;0,44;0,06;0,02;0,55;1,27;1,22;0,05;0,44;0,6;0,1;0,07;0,09;0,21;0,31;0,75;0,12;0,28;0,07;0,19;1,74;0,45
774;61;1;1;80;1;0;59;91;0,12;0,94;0,79;0,08;0,06;0,23;0,1;0,1;0,28;0,39;0,26;0,12;0,17;0,26;0,56;0,89;0,26;0,3;0,03;0,13;0,76;0,88
775;61;1;1;144;3;1;48;91;0,16;0,9;0,42;0,07;0,09;0,3;0,18;0,13;0,65;1,23;0,17;0,06;0,02;0,06;0,04;0,12;0,25;0,47;0,38;0,45;1,12;0,53
776;61;1;1;87;3;0;40;91;0,36;0,67;0,11;0,04;0,32;0,7;0,62;0,08;0,42;0,66;0,15;0,06;0,04;0,15;0,12;0,41;0,19;0,36;0,22;0,32;1,47;0,51
